Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
361,85,7540,6,6,1978,1978,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,0,0,0,0,192,0,0,6,2007,156000
362,50,9144,5,5,1940,1982,0,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,0,0,0,0,0,0,0,7,2008,145000
363,85,7301,7,5,2003,2003,500,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,0,0,177,0,0,0,0,7,2009,198500
364,160,1680,6,8,1972,2007,510,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,250,0,0,0,0,0,0,5,2009,118000
365,60,18800,6,5,1976,1976,120,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,306,111,0,0,0,0,0,7,2006,190000
366,70,10690,5,7,1920,1997,0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,0,128,218,0,0,0,0,7,2009,147000
367,20,9500,6,5,1963,1963,247,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,0,76,0,0,185,0,0,7,2009,159000
368,80,9150,6,5,1962,1962,305,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,64,110,0,0,0,0,0,12,2008,165000
369,20,7800,5,6,1954,1954,200,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,0,98,0,0,0,0,0,3,2010,132000
370,20,9830,5,7,1959,2006,0,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,364,17,0,0,182,0,0,3,2010,162000
371,60,8121,6,5,2000,2000,0,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,100,40,0,0,0,0,0,1,2006,172400
372,50,17120,4,4,1959,1959,0,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,0,59,0,0,0,0,0,7,2008,134432
373,120,7175,6,5,1984,1984,0,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,353,0,0,0,90,0,0,2,2010,125000
374,20,10634,5,6,1953,1953,0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,66,0,0,0,0,0,0,11,2009,123000
375,60,8200,7,5,2003,2004,0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,100,48,0,0,0,0,0,7,2007,219500
376,30,10020,1,1,1922,1950,0,350,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,3,2009,61000
377,85,8846,5,5,1996,1996,0,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,7,2006,148000
378,60,11143,8,5,2004,2005,0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,159,214,0,0,0,0,0,12,2007,340000
379,20,11394,9,2,2010,2010,350,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,113,0,0,0,0,0,0,6,2010,394432
380,60,8123,6,5,2000,2000,16,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,100,63,0,0,0,0,0,6,2009,179000
381,50,5000,5,6,1924,1950,0,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,0,0,242,0,0,0,0,5,2010,127000
382,20,7200,7,5,2006,2006,0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,216,121,0,0,0,0,0,8,2006,187750
383,60,9245,7,5,2006,2006,0,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,144,53,0,0,0,0,0,4,2007,213500
384,45,9000,6,3,1928,1950,0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,0,0,91,0,0,0,0,10,2009,76000
385,60,53107,6,5,1992,1992,0,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,216,231,0,0,0,0,0,6,2007,240000
386,120,3182,8,5,2004,2005,16,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,146,20,0,0,144,0,0,4,2010,192000
387,50,8410,5,3,1910,1996,0,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,151,0,0,0,0,0,5,2006,81000
388,80,7200,6,6,1976,1976,255,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,296,0,0,0,0,0,0,10,2009,125000
389,20,9382,7,5,1999,2000,125,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,120,25,0,0,0,0,0,7,2008,191000
390,60,12474,10,5,2007,2008,272,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,196,134,0,0,0,0,0,8,2008,426000
391,50,8405,5,8,1900,1950,0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,0,130,112,0,0,0,0,4,2008,119000
392,60,12209,6,5,2001,2002,0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,125,192,0,0,0,0,0,6,2009,215000
393,20,8339,5,7,1959,1959,0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,0,0,0,0,0,0,1200,7,2007,106500
394,30,7446,4,5,1941,1950,0,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,4,2006,100000
395,50,10134,5,6,1940,1950,0,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,0,39,0,0,0,0,0,7,2007,109000
396,20,9571,5,6,1956,1956,0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,44,0,0,0,0,0,0,6,2010,129000
397,20,7200,5,5,1972,1972,0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,215,0,0,0,0,0,0,9,2009,123000
398,60,7590,5,5,1962,1962,288,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,0,168,0,0,0,0,0,7,2007,169500
399,30,8967,5,2,1920,1950,0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,11,2007,67000
400,60,8125,7,5,2006,2007,100,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,0,168,0,0,0,0,0,10,2009,241000
401,120,14963,8,5,1996,1996,0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,120,30,0,0,224,0,0,12,2008,245500
402,20,8767,7,5,2005,2005,0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,0,0,0,0,0,0,0,7,2006,164990
403,30,10200,5,8,1940,1997,0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,168,0,0,0,0,0,0,8,2008,108000
404,60,12090,8,5,1998,1998,650,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,144,123,0,0,0,0,0,7,2006,258000
405,60,10364,6,5,1995,1996,0,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,0,40,0,0,0,0,0,5,2007,168000
406,20,9991,4,4,1976,1993,0,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,120,78,0,0,0,0,0,6,2009,150000
407,50,10480,6,5,1936,1950,0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,3,2008,115000
408,70,15576,6,7,1915,1976,0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,0,0,160,0,0,0,0,3,2008,177000
409,60,14154,7,5,2006,2006,350,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,192,62,0,0,0,0,0,8,2007,280000
410,60,10800,8,5,2007,2008,100,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,0,102,0,0,0,0,0,4,2008,339750
411,20,9571,5,3,1958,1958,0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,6,2009,60000
412,190,34650,5,5,1955,1955,0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,264,0,0,0,0,0,0,1,2006,145000
413,20,4403,7,5,2009,2009,432,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,0,144,0,0,0,0,0,6,2010,222000
414,30,8960,5,6,1927,1950,0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,0,0,130,0,0,0,0,3,2010,115000
415,60,11228,7,5,1993,1993,0,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,196,187,0,0,0,0,0,12,2008,228000
416,20,8899,7,5,2007,2007,0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,100,30,0,0,0,0,0,8,2007,181134
417,60,7844,6,7,1978,1978,203,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,3,2006,149500
418,70,22420,6,6,1918,1950,0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,0,0,0,0,0,0,0,11,2007,239000
419,50,8160,5,6,1940,1950,0,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,0,0,0,0,0,0,0,4,2007,126000
420,20,8450,5,6,1968,1968,0,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,0,85,184,0,0,0,0,7,2010,142000
421,90,7060,7,5,1997,1998,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,0,0,0,0,0,0,0,11,2008,206300
422,20,16635,6,7,1977,2000,126,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,240,0,0,0,0,0,0,6,2009,215000
423,20,21750,5,5,1954,1954,0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,2,2008,113000
424,60,9200,8,5,1998,1998,473,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,0,66,0,0,0,0,0,6,2008,315000
425,20,9000,6,5,1956,1956,74,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,0,44,0,0,0,0,0,5,2008,139000
426,60,3378,7,8,1946,1992,0,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,0,0,126,0,0,0,0,9,2009,135000
427,80,12800,7,5,1989,1989,145,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,80,0,0,0,396,0,0,8,2009,275000
428,20,8593,4,6,1957,1957,0,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2008,109008
429,20,6762,7,5,2007,2007,108,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,105,54,0,0,0,0,0,9,2007,195400
430,20,11457,6,5,1988,1988,0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,0,0,169,0,0,0,0,3,2009,175000
431,160,1680,6,5,1971,1971,232,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,7,2008,85400
432,50,5586,6,7,1920,1998,0,0,0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,0,98,0,0,0,0,0,9,2008,79900
433,160,1920,5,5,1971,1971,376,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,240,36,0,0,0,0,0,8,2007,122500
434,60,10839,6,5,1997,1998,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,0,36,0,0,0,0,0,7,2008,181000
435,180,1890,4,7,1972,1972,0,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,88,0,0,0,0,0,0,6,2008,81000
436,60,10667,7,6,1996,1996,0,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,158,61,0,0,0,0,0,4,2009,212000
437,50,4400,6,8,1920,1950,0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,10,2006,116000
438,45,6000,6,7,1926,2004,0,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,0,0,105,0,0,0,0,1,2009,119000
439,30,4280,5,6,1913,2002,0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,0,0,34,0,0,0,0,3,2007,90350
440,50,12354,6,8,1920,2000,0,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,0,46,0,0,0,0,800,8,2009,110000
441,20,15431,10,5,2008,2008,200,1767,539,788,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,0,72,0,0,170,0,0,4,2009,555000
442,90,12108,4,4,1955,1955,270,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,9,2008,118000
443,50,6240,5,7,1930,1992,0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,0,0,0,0,0,0,0,6,2008,162900
444,120,3922,7,5,2006,2007,72,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,144,16,0,0,0,0,0,6,2007,172500
445,60,8750,7,5,1994,1995,0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,144,133,0,0,0,0,0,7,2008,210000
446,20,9855,6,5,1956,1956,0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,0,0,0,0,0,0,0,11,2009,127500
447,20,16492,6,6,1966,2002,0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,0,0,0,0,0,0,0,6,2010,190000
448,60,11214,7,5,1998,1999,0,0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,89,0,0,0,0,0,0,7,2006,199900
449,50,8600,6,6,1937,1950,0,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,0,0,0,0,0,0,0,6,2006,119500
450,50,6000,3,7,1948,2002,0,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,0,176,0,0,0,0,0,6,2007,120000
451,30,5684,6,8,1930,2005,0,0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,0,113,0,0,0,0,0,6,2006,110000
452,20,70761,7,5,1975,1975,0,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,200,54,0,0,0,0,0,12,2006,280000
453,60,9303,6,5,1996,1997,42,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,144,122,0,0,0,0,0,7,2007,204000
454,60,9000,8,5,2008,2008,0,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,0,30,0,0,0,0,0,6,2009,210000
455,90,9297,5,5,1976,1976,0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,0,0,0,0,0,0,0,7,2006,188000
456,20,9600,7,6,1973,1973,320,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,9,2007,175500
457,70,4571,5,5,1916,1950,0,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,0,0,96,0,0,0,0,5,2008,98000
458,20,53227,4,6,1954,1994,0,1116,0,248,1364,1663,0,0,1663,1,0,1,0,2,1,6,2,224,137,0,0,0,0,0,3,2008,256000
459,70,5100,8,7,1925,1996,0,0,0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,192,63,0,0,0,0,0,6,2008,161000
460,50,7015,5,4,1950,1950,161,185,0,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,0,0,248,0,0,0,0,7,2009,110000
461,60,8004,8,5,2009,2009,110,544,0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,0,150,0,0,0,0,0,12,2009,263435
462,70,7200,7,9,1936,2007,0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,256,0,0,0,0,0,0,4,2009,155000
463,20,8281,5,5,1965,1965,0,553,311,0,864,864,0,0,864,0,0,1,0,3,1,5,1,0,0,236,0,0,0,0,12,2009,62383
464,70,11988,6,7,1934,1995,0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,8,2008,188700
465,20,8430,5,5,1978,1978,136,616,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,8,2009,124000
466,120,3072,7,5,2004,2004,18,0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,144,20,0,0,0,0,0,5,2006,178740
467,20,10628,7,5,1970,1970,0,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,0,0,0,0,176,0,0,4,2007,167000
468,70,9480,5,7,1942,1995,224,386,0,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,168,0,0,0,0,0,0,6,2007,146500
469,20,11428,8,5,2006,2006,248,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,0,44,0,0,0,0,0,5,2007,250000
470,60,9291,6,5,1993,1993,120,426,0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,144,70,0,0,0,0,0,6,2008,187000
471,120,6820,8,5,1985,1985,0,368,1120,0,1488,1502,0,0,1502,1,0,1,1,1,1,4,0,0,54,0,0,140,0,0,6,2010,212000
472,60,11952,7,6,1977,1977,0,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,0,0,0,0,276,0,0,11,2007,190000
473,180,3675,6,5,2005,2005,80,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,0,28,0,0,0,0,0,6,2008,148000
474,20,14977,8,5,2006,2007,304,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,250,63,0,0,0,0,0,7,2007,440000
475,120,5330,8,5,2000,2000,0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,96,48,0,0,0,0,0,8,2007,251000
476,20,8480,5,6,1963,1963,0,630,0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,0,24,0,0,192,0,0,7,2007,132500
477,20,13125,6,5,1997,1998,215,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,140,39,0,0,0,0,0,4,2008,208900
478,60,13693,9,5,2006,2006,772,0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,414,84,0,0,0,0,0,3,2007,380000
479,20,10637,8,5,2007,2008,336,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,208,44,0,0,0,0,0,9,2009,297000
480,30,5925,4,7,1937,2000,435,168,0,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,0,72,0,0,0,0,0,3,2007,89471
481,20,16033,9,5,2004,2005,378,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,519,112,0,0,0,0,0,3,2006,326000
482,20,11846,9,5,2003,2004,562,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,206,49,0,0,0,0,0,8,2006,374000
483,70,2500,7,8,1915,2005,0,299,0,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,0,0,0,0,0,0,0,6,2009,155000
484,120,4500,6,5,1998,1998,116,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,0,125,0,0,0,0,0,5,2006,164000
485,20,7758,5,7,1962,2001,0,588,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,0,132,0,0,0,0,0,3,2007,132500
486,20,9600,5,7,1950,2007,0,607,0,506,1113,1113,0,0,1113,0,0,1,0,3,1,5,1,0,80,120,0,0,0,0,7,2009,147000
487,20,10289,5,7,1965,1965,168,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,0,0,0,0,0,0,0,6,2007,156000
488,20,12243,5,6,1971,1971,0,998,0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,224,0,0,0,180,0,0,2,2007,175000
489,190,10800,5,4,1900,1970,0,664,0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,142,0,0,0,0,0,0,5,2006,160000
490,180,1526,4,8,1970,2002,0,515,0,115,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,5,2009,86000
491,160,2665,5,6,1976,1976,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,141,24,0,0,0,0,0,6,2008,115000
492,50,9490,6,7,1941,1950,0,403,165,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,0,0,32,0,0,0,0,8,2006,133000
493,60,15578,6,5,2006,2006,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,0,0,0,0,0,0,0,5,2006,172785
494,20,7931,5,6,1960,1960,0,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,6,2008,155000
495,30,5784,5,8,1938,1996,0,0,0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,144,20,80,0,0,0,0,12,2009,91300
496,30,7879,4,5,1920,1950,0,495,0,225,720,720,0,0,720,0,0,1,0,2,1,4,0,0,523,115,0,0,0,0,11,2009,34900
497,20,12692,8,5,1992,1993,0,1231,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,264,75,291,0,0,0,0,5,2007,430000
498,50,9120,7,6,1925,1950,0,329,0,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,0,100,0,0,0,0,0,6,2008,184000
499,20,7800,5,7,1967,2004,89,450,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,64,0,0,0,0,0,0,6,2009,130000
500,20,7535,5,7,1958,1985,0,111,279,522,912,912,0,0,912,0,1,1,0,2,1,5,0,12,285,0,0,0,0,480,6,2007,120000
501,160,1890,6,5,1973,1973,285,356,0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,144,28,0,0,0,0,0,5,2007,113000
502,60,9803,7,5,2005,2005,0,400,0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,0,108,0,0,0,0,0,2,2008,226700
503,20,9170,5,7,1965,1965,0,698,96,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,0,0,184,0,0,0,400,4,2007,140000
504,20,15602,7,8,1959,1997,0,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,0,54,0,0,161,0,0,3,2010,289000
505,160,2308,6,5,1974,1974,0,257,495,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,260,0,0,0,0,0,0,6,2009,147000
506,90,7596,5,5,1952,1952,360,0,0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,0,0,0,0,0,0,0,7,2009,124500
507,60,9554,8,5,1993,1994,125,380,0,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,182,81,0,0,0,0,0,9,2006,215000
508,20,7862,6,5,2009,2009,0,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,0,102,0,0,0,0,0,9,2009,208300
509,70,9600,7,9,1928,2005,0,141,0,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,0,0,116,0,0,0,0,10,2008,161000
510,20,9600,5,6,1959,1959,132,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,224,88,0,0,0,0,0,7,2009,124500
511,20,14559,5,7,1951,2000,70,650,180,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,324,42,0,0,168,0,2000,6,2009,164900
512,120,6792,7,5,2005,2006,94,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,132,35,0,0,0,0,0,3,2006,202665
513,20,9100,5,5,1958,1958,0,521,174,169,864,864,0,0,864,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2006,129900
514,20,9187,6,5,1983,1983,0,336,0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,120,0,158,0,0,0,0,6,2007,134000
515,45,10594,5,5,1926,1950,0,0,0,768,768,789,0,0,789,0,0,1,0,2,1,5,0,0,0,112,0,0,0,0,6,2007,96500
516,20,12220,10,5,2009,2009,305,1436,0,570,2006,2020,0,0,2020,1,0,2,1,3,1,9,1,156,54,0,0,0,0,0,9,2009,402861
517,80,10448,6,6,1972,1972,333,0,0,689,689,1378,741,0,2119,0,0,2,1,3,1,7,1,0,104,0,0,0,0,0,8,2009,158000
518,60,10208,7,5,1996,1997,921,0,0,1264,1264,1277,1067,0,2344,0,0,2,1,3,1,7,1,220,0,0,0,0,0,0,7,2009,265000
519,60,9531,6,5,1998,1998,0,706,0,88,794,882,914,0,1796,1,0,2,1,3,1,7,0,0,36,0,0,0,0,0,5,2007,211000
520,70,10918,7,9,1926,2004,0,0,0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,0,0,0,0,145,0,0,6,2009,234000
521,190,10800,4,7,1900,2000,0,0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,220,114,210,0,0,0,0,8,2008,106250
522,20,11988,6,6,1957,1957,0,777,0,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,0,40,0,0,0,0,0,5,2007,150000
523,50,5000,6,7,1947,1950,0,399,0,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,0,24,36,0,0,0,0,10,2006,159000
524,60,40094,10,5,2007,2008,762,2260,0,878,3138,3138,1538,0,4676,1,0,3,1,3,1,11,1,208,406,0,0,0,0,0,10,2007,184750
525,60,11787,7,5,1996,1997,594,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,239,60,0,0,0,0,0,8,2007,315750
526,20,7500,7,5,2005,2005,0,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,38,144,0,0,0,0,0,4,2006,176000
527,20,13300,5,7,1956,2000,0,377,0,551,928,928,0,0,928,0,0,1,0,2,1,4,0,261,0,156,0,0,0,0,6,2007,132000
528,60,14948,9,5,2008,2008,268,1330,0,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,126,66,0,0,0,0,0,11,2008,446261
529,30,9098,4,7,1920,2002,0,348,0,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,144,0,0,0,0,7,2007,86000
530,20,32668,6,3,1957,1975,NA,1219,0,816,2035,2515,0,0,2515,1,0,3,0,4,2,9,2,0,0,200,0,0,0,0,3,2007,200624
531,80,10200,6,5,1988,1989,219,783,0,678,1461,1509,0,0,1509,1,0,2,0,3,1,5,1,224,0,0,0,0,0,0,8,2008,175000
532,70,6155,6,8,1920,1999,0,0,0,611,611,751,611,0,1362,0,0,2,0,3,1,6,0,0,0,84,0,0,0,0,6,2008,128000
533,20,7200,5,7,1955,2007,0,0,0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,0,0,0,0,0,0,0,4,2010,107500
534,20,5000,1,3,1946,1950,0,0,0,0,0,334,0,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,2007,39300
535,60,9056,8,5,2004,2004,0,0,0,707,707,707,707,0,1414,0,0,2,1,3,1,6,1,100,35,0,0,0,0,0,10,2006,178000
536,190,7000,5,7,1910,1991,0,969,0,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,85,0,148,0,0,0,0,1,2008,107500
537,60,8924,7,5,1998,1999,0,0,0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,120,155,0,0,0,0,0,7,2008,188000
538,20,12735,4,5,1972,1972,0,600,0,264,864,864,0,0,864,0,0,1,0,3,1,5,0,216,0,0,0,0,0,0,4,2008,111250
539,20,11553,5,5,1968,1968,188,673,0,378,1051,1159,0,0,1159,0,0,1,1,3,1,7,1,466,0,0,0,0,0,0,7,2006,158000
540,20,11423,8,5,2001,2002,479,1358,0,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,180,0,0,0,0,0,2000,5,2010,272000
541,20,14601,9,5,2006,2006,584,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,270,68,0,0,0,0,0,3,2009,315000
542,60,11000,8,5,2000,2000,72,0,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,0,56,0,0,0,0,0,6,2007,248000
